##drops=0,overflows=0,time_per_sample=0.000305663,start_range=0.000057,end_range=0.000029
#time,accel_x,accel_y,accel_z
346.640156,10042.009600,0.000000,0.000000
346.640462,9649.743600,470.719200,-3608.847200
346.640767,9728.196800,549.172400,-4236.472800
346.641073,10042.009600,0.000000,-4471.832400
346.641379,9728.196800,0.000000,-4707.192000
346.641684,9492.837200,0.000000,-5021.004800
346.641990,9649.743600,0.000000,-4707.192000
346.642296,9728.196800,-549.172400,-4079.566400
346.642601,9963.556400,-470.719200,-3765.753600
346.642907,9885.103200,0.000000,-3922.660000
346.643213,9885.103200,156.906400,-4158.019600
346.643518,10042.009600,313.812800,-4079.566400
346.643824,9885.103200,862.985200,-5021.004800
346.644130,10042.009600,941.438400,-5334.817600
346.644435,9728.196800,784.532000,-6040.896400
346.644741,9571.290400,549.172400,-6433.162400
346.645047,10042.009600,156.906400,-6590.068800
346.645352,9492.837200,0.000000,-6668.522000
346.645658,9100.571200,-627.625600,-6197.802800
346.645964,9728.196800,-627.625600,-5099.458000
346.646269,9885.103200,-313.812800,-4864.098400
346.646575,10042.009600,-156.906400,-4628.738800
346.646881,10355.822400,549.172400,-3373.487600
346.647186,10120.462800,941.438400,-4314.926000
346.647492,10042.009600,1098.344800,-4628.738800
346.647798,10277.369200,941.438400,-4628.738800
346.648103,10042.009600,627.625600,-5256.364400
346.648409,9649.743600,862.985200,-6511.615600
346.648715,9571.290400,156.906400,-5883.990000
346.649020,9649.743600,-313.812800,-5648.630400
346.649326,9100.571200,-313.812800,-5491.724000
346.649632,9414.384000,-1019.891600,-4864.098400
346.649937,9806.650000,-862.985200,-4158.019600
346.650243,9885.103200,-706.078800,-3138.128000
346.650549,10042.009600,0.000000,-2902.768400
346.650854,10591.182000,470.719200,-2745.862000
346.651160,10434.275600,941.438400,-2981.221600
346.651466,10355.822400,1019.891600,-2667.408800
346.651771,9806.650000,1098.344800,-3922.660000
346.652077,9806.650000,470.719200,-4550.285600
346.652383,9335.930800,-156.906400,-4942.551600
346.652688,9414.384000,-392.266000,-4942.551600
346.652994,9257.477600,-862.985200,-4393.379200
346.653299,8865.211600,-706.078800,-3138.128000
346.653605,9414.384000,-862.985200,-2432.049200
346.653911,10042.009600,-235.359600,-2510.502400
346.654216,10904.994800,549.172400,-3138.128000
346.654522,10042.009600,1333.704400,-2588.955600
346.654828,10277.369200,627.625600,-2510.502400
346.655133,10042.009600,1569.064000,-2902.768400
346.655439,9571.290400,1019.891600,-3295.034400
346.655745,10120.462800,235.359600,-2981.221600
346.656050,9571.290400,-392.266000,-3216.581200
346.656356,10042.009600,-549.172400,-3530.394000
346.656662,9414.384000,-1255.251200,-3059.674800
346.656967,10434.275600,-1255.251200,-2981.221600
346.657273,9257.477600,-706.078800,-2667.408800
346.657579,10669.635200,156.906400,-1569.064000
346.657884,10042.009600,1098.344800,-1019.891600
346.658190,9885.103200,1569.064000,-470.719200
346.658496,10826.541600,1019.891600,-235.359600
346.658801,10983.448000,627.625600,-470.719200
346.659107,10512.728800,313.812800,-784.532000
346.659413,10042.009600,235.359600,-1255.251200
346.659718,9728.196800,392.266000,-1961.330000
346.660024,9728.196800,-313.812800,-2196.689600
346.660330,9492.837200,-549.172400,-2432.049200
346.660635,9022.118000,-549.172400,-2353.596000
346.660941,9414.384000,-313.812800,-2118.236400
