##drops=0,overflows=0,time_per_sample=0.000305599,start_range=0.000057,end_range=0.000031
#time,accel_x,accel_y,accel_z
363.181233,10042.009600,0.000000,0.000000
363.181538,9885.103200,0.000000,-784.532000
363.181844,9963.556400,0.000000,549.172400
363.182149,10591.182000,-706.078800,-235.359600
363.182455,9963.556400,549.172400,-392.266000
363.182761,9963.556400,156.906400,-78.453200
363.183066,10904.994800,78.453200,-156.906400
363.183372,10042.009600,1098.344800,-1490.610800
363.183677,9885.103200,1176.798000,-2039.783200
363.183983,9728.196800,1176.798000,-1804.423600
363.184289,9728.196800,1961.330000,-2432.049200
363.184594,10042.009600,1647.517200,-2667.408800
363.184900,9728.196800,1490.610800,-2510.502400
363.185205,9806.650000,1490.610800,-2275.142800
363.185511,9963.556400,1490.610800,-2118.236400
363.185816,10042.009600,1569.064000,-1882.876800
363.186122,9963.556400,1725.970400,-2118.236400
363.186428,10042.009600,2353.596000,-2353.596000
363.186733,9885.103200,2588.955600,-3216.581200
363.187039,9885.103200,3295.034400,-4236.472800
363.187344,9571.290400,4079.566400,-5099.458000
363.187650,9571.290400,3922.660000,-5413.270800
363.187956,9649.743600,3608.847200,-5334.817600
363.188261,9257.477600,3530.394000,-5491.724000
363.188567,9335.930800,3059.674800,-5256.364400
363.188872,9414.384000,2667.408800,-4785.645200
363.189178,9806.650000,3059.674800,-4785.645200
363.189484,10042.009600,3844.206800,-5334.817600
363.189789,9728.196800,4314.926000,-5648.630400
363.190095,9885.103200,4550.285600,-6040.896400
363.190400,9963.556400,4707.192000,-6119.349600
363.190706,9963.556400,4314.926000,-6040.896400
363.191012,10826.541600,4079.566400,-5491.724000
363.191317,10512.728800,4079.566400,-5021.004800
363.191623,9335.930800,3216.581200,-5021.004800
363.191928,10355.822400,4158.019600,-5413.270800
363.192234,10748.088400,5099.458000,-5727.083600
363.192540,9414.384000,5648.630400,-5727.083600
363.192845,9492.837200,6197.802800,-7060.788000
363.193151,10042.009600,6040.896400,-6982.334800
363.193456,9571.290400,5021.004800,-6433.162400
363.193762,10042.009600,5256.364400,-5962.443200
363.194068,9257.477600,5099.458000,-5648.630400
363.194373,10434.275600,5177.911200,-5727.083600
363.194679,9963.556400,5648.630400,-5962.443200
363.194984,10120.462800,5727.083600,-6433.162400
363.195290,9335.930800,6668.522000,-7609.960400
363.195596,9492.837200,6825.428400,-7688.413600
363.195901,9414.384000,6903.881600,-7139.241200
363.196207,10042.009600,7374.600800,-7060.788000
363.196512,10120.462800,6825.428400,-6746.975200
363.196818,10198.916000,6433.162400,-5648.630400
363.197124,10198.916000,6668.522000,-4942.551600
363.197429,11454.167200,6276.256000,-4550.285600
363.197735,10512.728800,8002.226400,-4471.832400
363.198040,10198.916000,7923.773200,-3844.206800
363.198346,10198.916000,8237.586000,-3922.660000
363.198652,10512.728800,8551.398800,-4079.566400
363.198957,9728.196800,9179.024400,-3530.394000
363.199263,10198.916000,8865.211600,-4158.019600
363.199568,10748.088400,8080.679600,-3451.940800
363.199874,11061.901200,7531.507200,-2667.408800
363.200180,9963.556400,7060.788000,-2196.689600
363.200485,9963.556400,7531.507200,-2510.502400
363.200791,10669.635200,7217.694400,-1333.704400
363.201096,9806.650000,6903.881600,-941.438400
363.201402,9963.556400,7217.694400,-784.532000
363.201708,9963.556400,7609.960400,-627.625600
363.202013,9806.650000,7453.054000,-784.532000
363.202319,10198.916000,7688.413600,-784.532000
363.202624,9492.837200,7374.600800,-1019.891600
363.202930,10198.916000,6354.709200,-1019.891600
363.203236,10434.275600,6511.615600,-784.532000
363.203541,10355.822400,5805.536800,-392.266000
363.203847,10826.541600,5256.364400,0.000000
363.204152,10120.462800,5413.270800,0.000000
363.204458,10042.009600,4314.926000,313.812800
363.204764,11140.354400,4707.192000,627.625600
363.205069,9963.556400,5099.458000,549.172400
363.205375,9728.196800,4864.098400,941.438400
363.205680,10042.009600,3765.753600,706.078800
363.205986,9963.556400,3216.581200,549.172400
363.206292,10120.462800,2745.862000,470.719200
363.206597,9179.024400,2981.221600,-156.906400
363.206903,9963.556400,2510.502400,78.453200
363.207208,9963.556400,1176.798000,627.625600
363.207514,10198.916000,0.000000,1569.064000
363.207820,10355.822400,-706.078800,2039.783200
363.208125,10042.009600,-470.719200,2510.502400
363.208431,9492.837200,-156.906400,3451.940800
363.208736,10904.994800,-235.359600,2981.221600
363.209042,10042.009600,-549.172400,2902.768400
363.209348,10434.275600,-706.078800,3295.034400
363.209653,10748.088400,-1647.517200,3373.487600
363.209959,10277.369200,-2275.142800,2902.768400
363.210264,10434.275600,-1569.064000,2353.596000
363.210570,10434.275600,-2432.049200,2353.596000
363.210876,9806.650000,-2902.768400,2432.049200
363.211181,10826.541600,-2902.768400,2981.221600
363.211487,9885.103200,-3373.487600,2824.315200
363.211792,10042.009600,-3216.581200,2824.315200
363.212098,9806.650000,-3687.300400,3216.581200
363.212404,10042.009600,-3844.206800,2981.221600
363.212709,10277.369200,-3295.034400,2510.502400
363.213015,10042.009600,-3216.581200,2588.955600
363.213320,10277.369200,-3295.034400,2118.236400
363.213626,10355.822400,-2667.408800,1333.704400
363.213932,9335.930800,-2824.315200,862.985200
363.214237,9806.650000,-3295.034400,941.438400
363.214543,10042.009600,-3608.847200,1255.251200
363.214848,10277.369200,-4471.832400,1569.064000
363.215154,9649.743600,-3922.660000,1961.330000
363.215460,10042.009600,-3059.674800,1882.876800
363.215765,9728.196800,-3530.394000,1804.423600
363.216071,10277.369200,-3138.128000,1725.970400
363.216376,10198.916000,-2824.315200,1333.704400
363.216682,10591.182000,-2824.315200,1255.251200
363.216988,9885.103200,-2510.502400,862.985200
363.217293,10904.994800,-1882.876800,392.266000
363.217599,9100.571200,-2588.955600,549.172400
363.217904,9806.650000,-2353.596000,0.000000
363.218210,10198.916000,-2275.142800,-235.359600
363.218516,10198.916000,-3844.206800,941.438400
363.218821,11297.260800,-1647.517200,-156.906400
363.219127,8865.211600,-2510.502400,-392.266000
363.219432,11846.433200,-3922.660000,235.359600
363.219738,9963.556400,-2196.689600,392.266000
363.220044,8629.852000,-2981.221600,-235.359600
363.220349,10983.448000,-1098.344800,-706.078800
363.220655,9335.930800,-1412.157600,-784.532000
363.220960,10042.009600,-2510.502400,-784.532000
363.221266,9885.103200,-2432.049200,-1255.251200
363.221572,9179.024400,-2824.315200,-1255.251200
363.221877,9806.650000,-2667.408800,-1176.798000
363.222183,9022.118000,-2510.502400,-1176.798000
363.222488,8786.758400,-2981.221600,-1255.251200
363.222794,9571.290400,-3373.487600,-784.532000
363.223100,9022.118000,-3138.128000,-784.532000
363.223405,10042.009600,-2745.862000,-941.438400
363.223711,9571.290400,-3295.034400,-941.438400
363.224016,9649.743600,-2510.502400,-1019.891600
363.224322,10042.009600,-2902.768400,0.000000
363.224628,10042.009600,-3373.487600,-941.438400
363.224933,9885.103200,-2745.862000,-1098.344800
363.225239,9728.196800,-3451.940800,-1019.891600
363.225544,9963.556400,-3451.940800,-784.532000
363.225850,9492.837200,-3765.753600,-470.719200
363.226156,9728.196800,-4079.566400,-627.625600
363.226461,9885.103200,-3687.300400,-156.906400
363.226767,9885.103200,-3765.753600,0.000000
363.227072,9885.103200,-3530.394000,-313.812800
363.227378,9492.837200,-3138.128000,-156.906400
363.227684,9885.103200,-3138.128000,-862.985200
363.227989,9728.196800,-3530.394000,-549.172400
363.228295,9728.196800,-3373.487600,-549.172400
363.228600,9414.384000,-2824.315200,-706.078800
363.228906,9649.743600,-3451.940800,-549.172400
363.229212,10042.009600,-3530.394000,-235.359600
363.229517,9806.650000,-2981.221600,78.453200
363.229823,10042.009600,-2588.955600,0.000000
363.230128,9649.743600,-2353.596000,-156.906400
363.230434,9885.103200,-2196.689600,0.000000
363.230740,10591.182000,-1725.970400,627.625600
363.231045,9649.743600,-1255.251200,78.453200
363.231351,10355.822400,-1098.344800,156.906400
363.231656,10120.462800,-784.532000,156.906400
363.231962,10042.009600,-862.985200,313.812800
363.232268,10512.728800,-941.438400,0.000000
363.232573,9649.743600,-235.359600,0.000000
363.232879,11532.620400,78.453200,1019.891600
