##drops=0,overflows=0,time_per_sample=0.000305621,start_range=0.000068,end_range=0.000030
#time,accel_x,accel_y,accel_z
357.801465,9963.556400,0.000000,0.000000
357.801771,10042.009600,0.000000,-156.906400
357.802077,9963.556400,0.000000,0.000000
357.802382,10042.009600,78.453200,0.000000
357.802688,10042.009600,0.000000,0.000000
357.802994,10042.009600,0.000000,-549.172400
357.803299,10669.635200,0.000000,-1176.798000
357.803605,9963.556400,392.266000,-2118.236400
357.803910,9728.196800,470.719200,-2745.862000
357.804216,9492.837200,313.812800,-3687.300400
357.804522,8786.758400,470.719200,-4471.832400
357.804827,9492.837200,392.266000,-4785.645200
357.805133,9414.384000,-313.812800,-4158.019600
357.805439,9571.290400,-549.172400,-3216.581200
357.805744,10042.009600,-549.172400,-2981.221600
357.806050,10277.369200,-313.812800,-2824.315200
357.806355,10277.369200,392.266000,-3687.300400
357.806661,9963.556400,1255.251200,-4550.285600
357.806967,10042.009600,1412.157600,-5648.630400
357.807272,9728.196800,1412.157600,-6982.334800
357.807578,9414.384000,941.438400,-7609.960400
357.807884,9414.384000,313.812800,-7923.773200
357.808189,9335.930800,-313.812800,-8159.132800
357.808495,9257.477600,-627.625600,-8237.586000
357.808800,9335.930800,-470.719200,-8316.039200
357.809106,9571.290400,-392.266000,-7923.773200
357.809412,9963.556400,78.453200,-7688.413600
357.809717,10591.182000,392.266000,-7060.788000
357.810023,10120.462800,862.985200,-8002.226400
357.810328,9963.556400,1176.798000,-9179.024400
357.810634,9728.196800,1333.704400,-8865.211600
357.810940,9963.556400,470.719200,-10120.462800
357.811245,9885.103200,549.172400,-11061.901200
357.811551,8943.664800,78.453200,-10434.275600
357.811857,10748.088400,0.000000,-10120.462800
357.812162,9414.384000,-941.438400,-10042.009600
357.812468,9806.650000,-1569.064000,-10042.009600
357.812773,7217.694400,-784.532000,-9649.743600
357.813079,10434.275600,-862.985200,-8629.852000
357.813385,11767.980000,-1176.798000,-9100.571200
357.813690,9414.384000,1882.876800,-9963.556400
357.813996,10198.916000,1255.251200,-9885.103200
357.814302,9963.556400,1569.064000,-10904.994800
357.814607,9963.556400,1569.064000,-10355.822400
357.814913,9885.103200,627.625600,-10826.541600
357.815218,9179.024400,627.625600,-10826.541600
357.815524,9335.930800,-1176.798000,-10198.916000
357.815830,9649.743600,-1176.798000,-9649.743600
357.816135,10591.182000,-549.172400,-9335.930800
357.816441,9728.196800,-784.532000,-9179.024400
357.816747,10748.088400,1412.157600,-8865.211600
357.817052,10748.088400,1804.423600,-9022.118000
357.817358,10120.462800,1490.610800,-9022.118000
357.817663,10277.369200,1804.423600,-8708.305200
357.817969,8629.852000,0.000000,-7531.507200
357.818275,15219.920800,-2745.862000,-5099.458000
357.818580,6433.162400,0.000000,-8080.679600
357.818886,11061.901200,-235.359600,-6433.162400
357.819192,9728.196800,235.359600,-5727.083600
357.819497,9963.556400,-392.266000,-4314.926000
357.819803,9335.930800,1176.798000,-3844.206800
357.820108,11218.807600,235.359600,-2902.768400
357.820414,9806.650000,0.000000,-3373.487600
357.820720,9885.103200,627.625600,-2588.955600
357.821025,10277.369200,1176.798000,-3295.034400
357.821331,10198.916000,0.000000,-2275.142800
357.821636,10042.009600,313.812800,-2196.689600
357.821942,10591.182000,-235.359600,-627.625600
357.822248,10355.822400,-862.985200,-235.359600
357.822553,9806.650000,-706.078800,313.812800
357.822859,9649.743600,0.000000,0.000000
357.823165,10120.462800,0.000000,549.172400
357.823470,9100.571200,235.359600,313.812800
357.823776,9179.024400,-627.625600,784.532000
357.824081,9728.196800,2039.783200,1725.970400
357.824387,7453.054000,941.438400,-313.812800
357.824693,11297.260800,1098.344800,1019.891600
357.824998,9728.196800,1490.610800,2275.142800
357.825304,10277.369200,392.266000,2824.315200
357.825610,10434.275600,-392.266000,3765.753600
357.825915,10120.462800,-706.078800,4079.566400
357.826221,9728.196800,-1569.064000,3765.753600
357.826526,8786.758400,-784.532000,4158.019600
357.826832,9414.384000,235.359600,4628.738800
357.827138,10983.448000,0.000000,4314.926000
357.827443,9963.556400,627.625600,4628.738800
357.827749,10512.728800,706.078800,5491.724000
357.828055,11611.073600,862.985200,6119.349600
357.828360,10904.994800,235.359600,6276.256000
357.828666,11297.260800,156.906400,6903.881600
357.828971,10120.462800,0.000000,6825.428400
357.829277,10434.275600,-313.812800,5727.083600
357.829583,9963.556400,-156.906400,6040.896400
357.829888,9414.384000,0.000000,5491.724000
357.830194,9963.556400,392.266000,4942.551600
357.830500,10120.462800,-313.812800,5727.083600
357.830805,10120.462800,549.172400,5962.443200
357.831111,10669.635200,392.266000,6511.615600
357.831416,10434.275600,0.000000,6433.162400
357.831722,9885.103200,-235.359600,6982.334800
357.832028,10198.916000,0.000000,6354.709200
357.832333,9885.103200,-235.359600,5491.724000
357.832639,10198.916000,549.172400,4707.192000
357.832944,10277.369200,0.000000,4158.019600
357.833250,9414.384000,235.359600,3530.394000
357.833556,9571.290400,313.812800,3687.300400
357.833861,9806.650000,0.000000,2981.221600
357.834167,9571.290400,313.812800,2902.768400
357.834473,10512.728800,78.453200,3530.394000
357.834778,10512.728800,-235.359600,3451.940800
357.835084,10042.009600,-627.625600,3295.034400
357.835389,10042.009600,-313.812800,2745.862000
357.835695,10669.635200,549.172400,2432.049200
357.836001,10042.009600,235.359600,1647.517200
357.836306,10512.728800,156.906400,1333.704400
357.836612,9963.556400,235.359600,941.438400
357.836918,9728.196800,-392.266000,313.812800
357.837223,9885.103200,-156.906400,0.000000
357.837529,9728.196800,-235.359600,0.000000
357.837834,10355.822400,-549.172400,0.000000
357.838140,10042.009600,-549.172400,313.812800
357.838446,9728.196800,-156.906400,0.000000
357.838751,10120.462800,-235.359600,0.000000
357.839057,10277.369200,313.812800,-784.532000
357.839363,9885.103200,627.625600,-1569.064000
357.839668,9806.650000,862.985200,-2510.502400
357.839974,9885.103200,627.625600,-3451.940800
357.840279,9257.477600,313.812800,-3451.940800
357.840585,9414.384000,235.359600,-3373.487600
357.840891,9492.837200,-549.172400,-3451.940800
357.841196,9257.477600,-1019.891600,-3216.581200
357.841502,9728.196800,-862.985200,-3138.128000
357.841807,9335.930800,-706.078800,-2981.221600
357.842113,9963.556400,-549.172400,-3216.581200
357.842419,9414.384000,-235.359600,-3687.300400
357.842724,9806.650000,1019.891600,-4393.379200
357.843030,10826.541600,706.078800,-4471.832400
357.843336,9257.477600,784.532000,-5021.004800
357.843641,9492.837200,-235.359600,-5021.004800
357.843947,10669.635200,-549.172400,-4079.566400
357.844252,9414.384000,-1882.876800,-3608.847200
357.844558,9257.477600,-2039.783200,-2432.049200
357.844864,10904.994800,0.000000,-2824.315200
357.845169,10983.448000,-235.359600,-3922.660000
357.845475,9728.196800,313.812800,-3922.660000
357.845781,10042.009600,549.172400,-4314.926000
357.846086,11454.167200,313.812800,-4001.113200
357.846392,9649.743600,235.359600,-4471.832400
357.846697,9571.290400,313.812800,-4079.566400
357.847003,10277.369200,-78.453200,-4471.832400
357.847309,9335.930800,-235.359600,-2745.862000
357.847614,10512.728800,-313.812800,-3138.128000
357.847920,9649.743600,-78.453200,-3059.674800
357.848226,9492.837200,0.000000,-2745.862000
357.848531,9885.103200,-156.906400,-3059.674800
357.848837,10042.009600,-313.812800,-2824.315200
357.849142,10042.009600,392.266000,-2745.862000
357.849448,10042.009600,392.266000,-2745.862000
357.849754,9728.196800,0.000000,-2745.862000
357.850059,9885.103200,392.266000,-2432.049200
357.850365,8002.226400,-2196.689600,-1647.517200
357.850671,8159.132800,1882.876800,-1569.064000
357.850976,12395.605600,-1804.423600,-2432.049200
357.851282,8472.945600,-235.359600,-1490.610800
357.851587,9257.477600,156.906400,-1255.251200
357.851893,10434.275600,78.453200,-1019.891600
357.852199,8472.945600,0.000000,-1019.891600
357.852504,10355.822400,470.719200,-156.906400
357.852810,10120.462800,-235.359600,-156.906400
357.853115,9963.556400,235.359600,0.000000
357.853421,10512.728800,235.359600,235.359600
357.853727,9728.196800,235.359600,78.453200
357.854032,9649.743600,862.985200,78.453200
357.854338,9728.196800,156.906400,941.438400
357.854644,10434.275600,78.453200,1569.064000
357.854949,9649.743600,156.906400,1725.970400
357.855255,9806.650000,-156.906400,1961.330000
357.855560,9728.196800,78.453200,1725.970400
357.855866,10042.009600,-156.906400,2353.596000
357.856172,9806.650000,-313.812800,1882.876800
357.856477,10042.009600,235.359600,2275.142800
357.856783,11924.886400,1412.157600,2745.862000
357.857089,9728.196800,549.172400,3059.674800
357.857394,10198.916000,1019.891600,2510.502400
357.857700,10826.541600,-392.266000,3373.487600
357.858005,10355.822400,313.812800,3530.394000
357.858311,9806.650000,0.000000,3608.847200
357.858617,9963.556400,0.000000,3295.034400
357.858922,10512.728800,0.000000,2902.768400
357.859228,9649.743600,0.000000,2667.408800
357.859534,9414.384000,706.078800,2353.596000
357.859839,10042.009600,470.719200,2510.502400
357.860145,9806.650000,549.172400,2667.408800
357.860450,10198.916000,313.812800,4314.926000
357.860756,10120.462800,0.000000,3687.300400
357.861062,10120.462800,-470.719200,3922.660000
357.861367,10591.182000,-313.812800,4236.472800
357.861673,9806.650000,0.000000,3451.940800
357.861979,10434.275600,549.172400,2902.768400
357.862284,10355.822400,313.812800,2510.502400
357.862590,9571.290400,392.266000,2353.596000
357.862895,10120.462800,627.625600,2196.689600
357.863201,10277.369200,627.625600,2510.502400
357.863507,10355.822400,-156.906400,2745.862000
357.863812,9963.556400,-862.985200,3451.940800
357.864118,9728.196800,-1255.251200,2981.221600
357.864423,11297.260800,0.000000,3216.581200
357.864729,9728.196800,235.359600,2432.049200
357.865035,9571.290400,0.000000,1569.064000
357.865340,9100.571200,1019.891600,1176.798000
357.865646,10042.009600,0.000000,1412.157600
357.865952,9806.650000,470.719200,156.906400
357.866257,10042.009600,941.438400,470.719200
357.866563,9728.196800,235.359600,0.000000
357.866868,10042.009600,-392.266000,941.438400
357.867174,9963.556400,-1176.798000,1176.798000
357.867480,9728.196800,-1255.251200,1176.798000
357.867785,11297.260800,0.000000,1255.251200
357.868091,10748.088400,0.000000,1647.517200
357.868397,9963.556400,784.532000,627.625600
357.868702,10669.635200,392.266000,0.000000
357.869008,10198.916000,1176.798000,-706.078800
357.869313,9492.837200,862.985200,-941.438400
357.869619,9963.556400,627.625600,-941.438400
357.869925,10669.635200,0.000000,-1647.517200
357.870230,9335.930800,-1804.423600,-235.359600
357.870536,8786.758400,-627.625600,-784.532000
357.870842,9885.103200,-1019.891600,-1098.344800
357.871147,8786.758400,-862.985200,-1255.251200
357.871453,10042.009600,-627.625600,-1255.251200
357.871758,9728.196800,78.453200,-1882.876800
357.872064,10355.822400,156.906400,-2275.142800
357.872370,10198.916000,862.985200,-2432.049200
357.872675,9806.650000,706.078800,-2275.142800
357.872981,9885.103200,706.078800,-2510.502400
357.873286,9963.556400,-156.906400,-1961.330000
357.873592,10042.009600,-627.625600,-1882.876800
357.873898,10042.009600,-627.625600,-1412.157600
357.874203,9963.556400,-549.172400,-1333.704400
357.874509,10198.916000,-392.266000,-1490.610800
357.874815,10512.728800,235.359600,-2510.502400
357.875120,10120.462800,156.906400,-2118.236400
357.875426,9806.650000,470.719200,-2275.142800
357.875731,9963.556400,941.438400,-2039.783200
357.876037,10120.462800,313.812800,-1804.423600
357.876343,10277.369200,706.078800,-1490.610800
357.876648,9806.650000,0.000000,-1647.517200
357.876954,10042.009600,-470.719200,-1412.157600
357.877260,9885.103200,-156.906400,-1412.157600
357.877565,9885.103200,-235.359600,-1725.970400
357.877871,9414.384000,-470.719200,-1333.704400
357.878176,9649.743600,0.000000,-1647.517200
357.878482,9022.118000,0.000000,-2118.236400
357.878788,9728.196800,627.625600,-2275.142800
357.879093,10277.369200,313.812800,-1647.517200
357.879399,9257.477600,549.172400,-1882.876800
357.879705,10277.369200,0.000000,-1725.970400
357.880010,9571.290400,-156.906400,-1725.970400
357.880316,9100.571200,-235.359600,-1255.251200
357.880621,9728.196800,0.000000,-1098.344800
357.880927,10277.369200,-470.719200,-392.266000
357.881233,9492.837200,-549.172400,-470.719200
357.881538,9728.196800,0.000000,-862.985200
357.881844,9571.290400,0.000000,-941.438400
357.882150,10591.182000,235.359600,-1019.891600
357.882455,9963.556400,0.000000,-1019.891600
357.882761,9571.290400,470.719200,-1176.798000
357.883066,9963.556400,862.985200,-78.453200
357.883372,11846.433200,0.000000,0.000000
357.883678,10042.009600,0.000000,392.266000
357.883983,9963.556400,78.453200,941.438400
357.884289,10355.822400,156.906400,627.625600
357.884594,10198.916000,-235.359600,549.172400
357.884900,9571.290400,0.000000,470.719200
357.885206,9963.556400,235.359600,156.906400
357.885511,10042.009600,392.266000,0.000000
357.885817,10591.182000,392.266000,0.000000
357.886123,10042.009600,235.359600,549.172400
357.886428,9728.196800,-156.906400,549.172400
357.886734,9335.930800,-470.719200,1255.251200
357.887039,9649.743600,-1176.798000,2510.502400
357.887345,9963.556400,-862.985200,1569.064000
357.887651,10355.822400,313.812800,1490.610800
357.887956,10434.275600,313.812800,784.532000
357.888262,9885.103200,235.359600,549.172400
357.888568,9649.743600,784.532000,0.000000
357.888873,10042.009600,1333.704400,0.000000
357.889179,10042.009600,313.812800,78.453200
357.889484,10042.009600,-156.906400,941.438400
357.889790,9963.556400,-1255.251200,1961.330000
357.890096,10042.009600,-1569.064000,2196.689600
357.890401,10277.369200,-1490.610800,2510.502400
357.890707,10355.822400,-706.078800,2353.596000
357.891013,10198.916000,-156.906400,1804.423600
357.891318,9885.103200,0.000000,1412.157600
357.891624,10591.182000,627.625600,1176.798000
357.891929,10042.009600,549.172400,941.438400
357.892235,10826.541600,392.266000,627.625600
357.892541,9885.103200,78.453200,941.438400
357.892846,9963.556400,-706.078800,1333.704400
357.893152,10042.009600,-1333.704400,1490.610800
357.893458,9257.477600,-627.625600,1098.344800
357.893763,10042.009600,-235.359600,2196.689600
357.894069,10042.009600,313.812800,1098.344800
357.894374,9963.556400,156.906400,862.985200
357.894680,9728.196800,549.172400,549.172400
357.894986,10355.822400,1255.251200,549.172400
357.895291,10591.182000,784.532000,941.438400
357.895597,10120.462800,627.625600,470.719200
357.895902,10042.009600,78.453200,1098.344800
357.896208,10120.462800,0.000000,1098.344800
357.896514,9885.103200,0.000000,1412.157600
357.896819,10042.009600,0.000000,1333.704400
357.897125,9414.384000,313.812800,313.812800
357.897431,10042.009600,549.172400,392.266000
357.897736,10277.369200,470.719200,235.359600
357.898042,9806.650000,470.719200,0.000000
357.898347,10042.009600,706.078800,-470.719200
357.898653,11061.901200,392.266000,470.719200
357.898959,9806.650000,627.625600,-470.719200
357.899264,9885.103200,156.906400,-392.266000
357.899570,9806.650000,235.359600,0.000000
357.899876,9885.103200,-235.359600,0.000000
357.900181,9335.930800,-941.438400,-706.078800
357.900487,10277.369200,0.000000,-392.266000
357.900792,9963.556400,470.719200,-784.532000
357.901098,9571.290400,156.906400,-941.438400
357.901404,9963.556400,0.000000,-1098.344800
357.901709,9963.556400,706.078800,-1569.064000
357.902015,9100.571200,470.719200,-1333.704400
357.902321,10591.182000,-627.625600,-706.078800
357.902626,9963.556400,-313.812800,-313.812800
357.902932,10042.009600,-313.812800,-470.719200
357.903237,10042.009600,-1098.344800,0.000000
357.903543,9728.196800,-313.812800,-470.719200
357.903849,10042.009600,0.000000,-1255.251200
357.904154,10434.275600,0.000000,-1412.157600
357.904460,9806.650000,235.359600,-1961.330000
357.904765,10042.009600,0.000000,-1569.064000
357.905071,9728.196800,941.438400,-2510.502400
357.905377,10904.994800,627.625600,-2196.689600
357.905682,9963.556400,0.000000,-1882.876800
357.905988,9571.290400,-1019.891600,-1725.970400
357.906294,10042.009600,-862.985200,-1412.157600
357.906599,10512.728800,0.000000,-1176.798000
357.906905,9885.103200,-313.812800,-1098.344800
357.907210,9963.556400,-392.266000,-1098.344800
357.907516,10198.916000,0.000000,-1255.251200
357.907822,10042.009600,627.625600,-1725.970400
357.908127,9728.196800,784.532000,-2510.502400
357.908433,9885.103200,-392.266000,-1725.970400
357.908739,9806.650000,862.985200,-1255.251200
357.909044,9492.837200,156.906400,-2275.142800
357.909350,9728.196800,-392.266000,-1647.517200
357.909655,9335.930800,-392.266000,-1255.251200
357.909961,10591.182000,-862.985200,-1019.891600
357.910267,9257.477600,-627.625600,-1019.891600
357.910572,10042.009600,0.000000,-784.532000
357.910878,9728.196800,235.359600,-706.078800
357.911184,10669.635200,1019.891600,-862.985200
357.911489,10904.994800,2196.689600,-627.625600
357.911795,10355.822400,784.532000,-392.266000
357.912100,10669.635200,549.172400,-706.078800
357.912406,10198.916000,313.812800,-549.172400
357.912712,11140.354400,78.453200,0.000000
357.913017,9806.650000,-392.266000,0.000000
357.913323,9885.103200,-392.266000,78.453200
357.913629,9885.103200,-706.078800,-313.812800
357.913934,10120.462800,-392.266000,235.359600
357.914240,10042.009600,0.000000,-1255.251200
357.914545,10120.462800,1019.891600,0.000000
357.914851,10669.635200,1019.891600,-235.359600
357.915157,10042.009600,862.985200,-392.266000
357.915462,9492.837200,549.172400,-313.812800
357.915768,9492.837200,0.000000,0.000000
357.916073,9728.196800,-470.719200,1255.251200
357.916379,9335.930800,-1098.344800,313.812800
357.916685,9885.103200,-784.532000,549.172400
357.916990,10042.009600,-313.812800,862.985200
357.917296,10042.009600,0.000000,941.438400
357.917602,11061.901200,156.906400,706.078800
357.917907,10277.369200,1255.251200,627.625600
357.918213,10277.369200,941.438400,706.078800
357.918518,10591.182000,1176.798000,627.625600
357.918824,9179.024400,313.812800,1019.891600
357.919130,10198.916000,-313.812800,1176.798000
357.919435,9649.743600,-78.453200,1490.610800
357.919741,9885.103200,-549.172400,862.985200
357.920047,10042.009600,-392.266000,1098.344800
357.920352,9414.384000,-1255.251200,1176.798000
357.920658,10748.088400,470.719200,1098.344800
357.920963,11611.073600,627.625600,1412.157600
357.921269,9022.118000,627.625600,235.359600
357.921575,10042.009600,0.000000,706.078800
357.921880,10120.462800,1019.891600,392.266000
357.922186,10198.916000,627.625600,313.812800
357.922492,9963.556400,-313.812800,941.438400
357.922797,9806.650000,-313.812800,706.078800
357.923103,10591.182000,-549.172400,862.985200
357.923408,9414.384000,-706.078800,706.078800
357.923714,9414.384000,78.453200,627.625600
357.924020,10434.275600,549.172400,0.000000
357.924325,10434.275600,706.078800,78.453200
357.924631,10042.009600,627.625600,78.453200
357.924937,10198.916000,784.532000,0.000000
357.925242,12395.605600,1647.517200,941.438400
357.925548,10983.448000,156.906400,862.985200
357.925853,8551.398800,235.359600,470.719200
357.926159,10591.182000,-313.812800,627.625600
357.926465,9571.290400,-627.625600,627.625600
357.926770,9806.650000,-392.266000,549.172400
357.927076,11061.901200,0.000000,706.078800
357.927381,9806.650000,156.906400,470.719200
357.927687,10355.822400,0.000000,235.359600
357.927993,10355.822400,78.453200,78.453200
357.928298,9806.650000,78.453200,627.625600
357.928604,10120.462800,706.078800,78.453200
357.928910,10277.369200,0.000000,0.000000
357.929215,10434.275600,-156.906400,156.906400
357.929521,10042.009600,-1176.798000,235.359600
357.929826,10826.541600,-392.266000,862.985200
357.930132,9492.837200,0.000000,156.906400
357.930438,10434.275600,-549.172400,78.453200
357.930743,10042.009600,313.812800,-627.625600
357.931049,10434.275600,78.453200,-706.078800
357.931355,9885.103200,-235.359600,-784.532000
357.931660,10198.916000,-392.266000,-549.172400
357.931966,9963.556400,-627.625600,-235.359600
357.932271,10042.009600,-862.985200,0.000000
357.932577,9571.290400,-627.625600,0.000000
357.932883,10042.009600,-1098.344800,-392.266000
357.933188,9963.556400,-784.532000,0.000000
357.933494,10042.009600,78.453200,862.985200
357.933800,10042.009600,862.985200,-784.532000
357.934105,10904.994800,78.453200,-392.266000
357.934411,10042.009600,470.719200,-470.719200
357.934716,10512.728800,0.000000,-313.812800
357.935022,10120.462800,78.453200,-313.812800
357.935328,9963.556400,-470.719200,-235.359600
357.935633,9414.384000,-313.812800,78.453200
357.935939,9885.103200,-470.719200,235.359600
357.936244,10198.916000,-470.719200,78.453200
357.936550,10669.635200,78.453200,0.000000
357.936856,8786.758400,941.438400,-627.625600
357.937161,9414.384000,784.532000,-784.532000
357.937467,9885.103200,549.172400,-1647.517200
357.937773,9414.384000,941.438400,-784.532000
357.938078,9963.556400,0.000000,-549.172400
357.938384,9885.103200,862.985200,-1176.798000
357.938689,9728.196800,-78.453200,0.000000
357.938995,10042.009600,-549.172400,0.000000
357.939301,9806.650000,0.000000,-313.812800
357.939606,10042.009600,78.453200,0.000000
357.939912,10591.182000,392.266000,-156.906400
357.940218,9963.556400,784.532000,-313.812800
357.940523,9963.556400,627.625600,-627.625600
357.940829,10198.916000,392.266000,-549.172400
357.941134,9728.196800,235.359600,392.266000
357.941440,9885.103200,-235.359600,235.359600
357.941746,9728.196800,-627.625600,0.000000
357.942051,10198.916000,-706.078800,0.000000
357.942357,9885.103200,-392.266000,0.000000
357.942663,9649.743600,-549.172400,156.906400
357.942968,9649.743600,0.000000,78.453200
357.943274,10198.916000,392.266000,-392.266000
357.943579,10042.009600,470.719200,-706.078800
357.943885,10434.275600,235.359600,-549.172400
357.944191,9885.103200,-156.906400,-235.359600
357.944496,10198.916000,0.000000,-313.812800
357.944802,9885.103200,-627.625600,0.000000
357.945108,10042.009600,78.453200,156.906400
357.945413,10669.635200,-235.359600,549.172400
357.945719,9571.290400,-156.906400,156.906400
357.946024,10512.728800,-392.266000,78.453200
357.946330,10198.916000,235.359600,235.359600
357.946636,12552.512000,78.453200,1412.157600
357.946941,9100.571200,706.078800,-627.625600
357.947247,10512.728800,235.359600,0.000000
357.947552,10591.182000,235.359600,156.906400
357.947858,9649.743600,-392.266000,0.000000
357.948164,9335.930800,-470.719200,0.000000
357.948469,10042.009600,-627.625600,156.906400
357.948775,9728.196800,-706.078800,78.453200
357.949081,9963.556400,-313.812800,156.906400
357.949386,10748.088400,627.625600,78.453200
357.949692,10120.462800,78.453200,235.359600
357.949997,9728.196800,313.812800,235.359600
357.950303,11297.260800,1176.798000,941.438400
357.950609,9806.650000,784.532000,0.000000
357.950914,10042.009600,313.812800,549.172400
357.951220,10512.728800,784.532000,470.719200
357.951526,9963.556400,-549.172400,470.719200
357.951831,9963.556400,-313.812800,313.812800
357.952137,10042.009600,-627.625600,549.172400
357.952442,9885.103200,0.000000,627.625600
357.952748,10042.009600,235.359600,784.532000
357.953054,10512.728800,0.000000,862.985200
357.953359,9728.196800,549.172400,627.625600
357.953665,10120.462800,706.078800,313.812800
357.953971,10277.369200,784.532000,470.719200
357.954276,9963.556400,627.625600,235.359600
357.954582,9649.743600,-470.719200,941.438400
357.954887,9885.103200,156.906400,784.532000
357.955193,10355.822400,-627.625600,313.812800
357.955499,10669.635200,-549.172400,627.625600
357.955804,8943.664800,235.359600,392.266000
357.956110,10277.369200,0.000000,78.453200
357.956416,10355.822400,313.812800,0.000000
357.956721,9492.837200,706.078800,0.000000
357.957027,10277.369200,706.078800,470.719200
357.957332,10512.728800,470.719200,470.719200
357.957638,10591.182000,156.906400,313.812800
357.957944,9963.556400,78.453200,549.172400
357.958249,10042.009600,-470.719200,862.985200
357.958555,10434.275600,-313.812800,235.359600
357.958860,9649.743600,0.000000,627.625600
357.959166,9885.103200,313.812800,470.719200
357.959472,10042.009600,156.906400,392.266000
357.959777,10042.009600,0.000000,470.719200
357.960083,10591.182000,0.000000,392.266000
357.960389,9571.290400,0.000000,313.812800
357.960694,10355.822400,0.000000,0.000000
357.961000,10042.009600,-470.719200,0.000000
357.961305,9335.930800,-313.812800,0.000000
357.961611,10042.009600,-470.719200,470.719200
357.961917,11061.901200,0.000000,1098.344800
357.962222,9571.290400,549.172400,235.359600
357.962528,9257.477600,-235.359600,0.000000
357.962834,10591.182000,235.359600,235.359600
357.963139,10591.182000,0.000000,156.906400
